Program Name,University Name,Location
Bachelor of Arts in Education,Hanover College,"Hanover, United States of America"
Bachelor in International Business Management,Artevelde University of Applied Sciences,"Ghent, Belgium"
Bachelor in International Business Management,Artevelde University of Applied Sciences,"Ghent, Belgium"
Bachelor of Arts in Physics,Hanover College,"Hanover, United States of America"
Bachelor in Sustainable Forestry,Latvia University of Life Sciences and Technologies,"Jelgava, Latvia"
Bachelor of Science in Engineering,Hanover College,"Hanover, United States of America"
Bachelor of Arts in Applied Language,University of Limerick,"Limerick, Ireland"
"Nursing, Bachelor of Health Care",Metropolia University of Applied Sciences,"Helsinki, Finland"
"Bachelor in Textile, Design",Technical University of Liberec,"Liberec, Czech Republic"
Bachelor of Arts in French,Hanover College,"Hanover, United States of America"
Bachelor of Business Honours,Charles Darwin University,"Darwin, Australia"
Bachelor in Mechatronics and Robotics,Vilnius Gediminas Technical University,"Vilnius, Lithuania"
Bachelor of Arts in Spanish,Hanover College,"Hanover, United States of America"
Bachelor of Science (BSc) Majoring in Anatomy,University of Otago,"Dunedin, New Zealand"
Bachelor in International Law and Institutions,Hamilton Lugar School of Global & International Studies - Indiana University,"Bloomington, United States of America"
Bachelor of Arts in Biochemistry,Hanover College,"Hanover, United States of America"
Bachelor of Accounting Honours,Charles Darwin University,"Darwin, Australia"
Bachelor of Arts in Business,Hanover College,"Hanover, United States of America"
Bachelor's in Medical Rehabilitation,New Vision University,"Tbilisi, Georgia"
Diploma of Health Care/Bachelor of Nursing,Charles Darwin University,Multiple (3)
Bachelor of Software Engineering Honours,Charles Darwin University,"Darwin, Australia"
Bachelor of Science (BSc) Majoring in Physiology,University of Otago,"Dunedin, New Zealand"
Bachelor of Global and International Studies,Carleton University,"Ottawa, Canada"
Bachelors in Applied Sciences and Technologies,VSB - Technical University of Ostrava,"Ostrava, Czech Republic"
Bachelor Product Design,ArtEZ University of the Arts,"Arnhem, Netherlands"
Bachelor in Computer Engineering,Vilnius Gediminas Technical University,"Vilnius, Lithuania"
Bachelor of Science (Honours),Charles Darwin University,Multiple (2)
Bachelor of Arts in Anthropology,Hanover College,"Hanover, United States of America"
Bachelor of ​​​European Studies,KU Leuven,"Leuven, Belgium"
Bachelor of Arts in Music,Hanover College,"Hanover, United States of America"
Bachelor of Arts in Sociology,Hanover College,"Hanover, United States of America"
Bachelor in Mechanics Engineering,Vilnius Gediminas Technical University,"Vilnius, Lithuania"
Bachelor of Humanitarian Aid and Development,Charles Darwin University,"Darwin, Australia"
Bachelor of Arts (BA) Majoring in Economics,University of Otago,"Dunedin, New Zealand"
Bachelor of Arts (BA) Majoring in French,University of Otago,"Dunedin, New Zealand"
Bachelor of Arts (BA) Majoring in Philosophy,University of Otago,"Dunedin, New Zealand"
Bachelor of Arts (BA) Majoring in Sociology,University of Otago,"Dunedin, New Zealand"
Bachelor of Arts (BA) Majoring in Sociology,University of Otago,"Dunedin, New Zealand"
Bachelor of Arts (BA) Majoring in Statistics,University of Otago,"Dunedin, New Zealand"
Bachelor of Science (BSc) in Mechanical Engineering,Carl Benz School of Engineering,"Karlsruhe, Germany"
Bachelor of Arts in History,Hanover College,"Hanover, United States of America"
Bachelor of Arts in European Studies,University of Limerick,"Limerick, Ireland"
Bachelor of Public Safety (Honours),Algonquin College,"Ottawa, Canada"
Bachelor of Arts in English,Hanover College,"Hanover, United States of America"
Bachelor in Fashion Engineering,Kaunas University of Technology,"Kaunas, Lithuania"
Bachelor & Diploma in Hotel and Tourism Management,ITM - International College of Tourism and Management,"Bad Vöslau, Austria"
Bachelors in Engineering (Engineering Technology),VSB - Technical University of Ostrava,"Ostrava, Czech Republic"
Bachelor of Business Administration,Mantissa College,"Kuala Lumpur, Malaysia"
Bachelor of Social Work (BSW),University of Pretoria - Faculty of Humanities,"Pretoria, South Africa"
Bachelor in Physiotherapy,Lithuanian University of Health Sciences,"Kaunas, Lithuania"
Bachelor of Arts in Chemistry,Hanover College,"Hanover, United States of America"
Bachelor of Science in Chemistry,Hanover College,"Hanover, United States of America"
"Bachelor in International Business, Online",Turku University of Applied Sciences,"Turku, Finland"
Bachelor Dance Artist,ArtEZ University of the Arts,"Arnhem, Netherlands"
Bachelor in Business Management,Vilnius Gediminas Technical University,"Vilnius, Lithuania"
Bachelors in Energetics and Environments,VSB - Technical University of Ostrava,"Ostrava, Czech Republic"
Bachelor of Arts in Biology,Hanover College,"Hanover, United States of America"
Bachelor of Science in Biology,Hanover College,"Hanover, United States of America"
Bachelor of Arts in Philosophy,Hanover College,"Hanover, United States of America"
Bachelor in Artificial Intelligence,Kaunas University of Technology,"Kaunas, Lithuania"
Bachelor of Hotel Management,VIVES University of Applied Sciences,"Bruges, Belgium"
Bachelor in Nursing,Lithuanian University of Health Sciences,"Kaunas, Lithuania"
Bachelor in International Pastry Management,Institut Lyfe (formerly Institut Paul Bocuse),"Ecully, France"
Bachelor in Information Technologies,Vilnius Gediminas Technical University,"Vilnius, Lithuania"
"Bachelor of Hospitality, Tourism & Experience Management",HAAGA-HELIA University of Applied Sciences,"Helsinki, Finland"
Bachelor of Science in Mathematics and Physics,University of Limerick,"Limerick, Ireland"
Bachelor of Business Administration in International Hospitality Management,The Emirates Academy of Hospitality Management,"Dubai, United Arab Emirates"
Bachelor of Hospitality and Tourism Management (Honours),Algonquin College,"Ottawa, Canada"
American Bachelor in Communication & Media,University of New York in Prague,"Prague, Czech Republic"
Bachelor in Music Studies,Lithuanian Academy of Music and Theatre,"Vilnius, Lithuania"
Bachelor of Arts in Economics,Università della Svizzera italiana,"Lugano, Switzerland"
Bachelor of Science (BSc) Majoring in Geography,University of Otago,"Dunedin, New Zealand"
Bachelor in Horticulture & Business Management,HAS Green Academy,"'s-Hertogenbosch (Den Bosch), Netherlands"
Bachelor of Science in Economics and Business Management,The European University of Rome - Università Europea di Roma,"Rome, Italy"
Bachelor of Interior Design (Honours),Algonquin College,"Ottawa, Canada"
"Bachelor of Public Relations Management, Honours",Centennial College,"Toronto, Canada"
BIM - Bachelor in International Management - Hospitality Management,United International Business Schools,"Multiple (9)

Amsterdam,
Antwerp,
Barcelona,
Brussels,
Geneva,
Madrid,
Milan,
Tokyo,
Zurich,"
Bachelor in Public Governance,Kaunas University of Technology,"Kaunas, Lithuania"
Bachelor of Science in Social Sciences,University of Limerick,"Limerick, Ireland"
"Bachelor of Social Services, Early Childhood Education",Turku University of Applied Sciences,"Salo, Finland"
Bachelor in Finance Engineering,Vilnius Gediminas Technical University,"Vilnius, Lithuania"
Bachelor of Science (BSc) Majoring in Mathematics,University of Otago,"Dunedin, New Zealand"
Bachelor BEAR Fine Art,ArtEZ University of the Arts,"Arnhem, Netherlands"
Bachelor Jazz & Pop in Arnhem,ArtEZ University of the Arts,"Arnhem, Netherlands"
Bachelors in Civil Engineering (Transport Constructions),VSB - Technical University of Ostrava,"Ostrava, Czech Republic"
Bachelor of Exercise and Sport Science,Charles Darwin University,"Darwin, Australia"
Bachelor of Dental Surgery (BDS),University of Otago,"Dunedin, New Zealand"
Bachelor in International Communication Management,Artevelde University of Applied Sciences,"Ghent, Belgium"
Bachelor of Science in Industrial Biochemistry,University of Limerick,"Limerick, Ireland"
Bachelor in Biosystems Machinery and Technologies,Latvia University of Life Sciences and Technologies,"Jelgava, Latvia"
Bachelor in Building Energy,Vilnius Gediminas Technical University,"Vilnius, Lithuania"
Bachelor of Science (BSc) Majoring in Physics,University of Otago,"Dunedin, New Zealand"
Bachelor's Program in Computational Engineering,Aalto University,"Espoo, Finland"
Bachelor in European Studies,NHL Stenden University of Applied Sciences,"Leeuwarden, Netherlands"
Bachelor of Music and Performing Arts,Fontys School of Fine & Performing Arts,"Tilburg, Netherlands"
Bachelor of Health Services Management,Charles Darwin University,"Darwin, Australia"
Bachelor of Arts (BA) Majoring in Linguistics,University of Otago,"Dunedin, New Zealand"
Bachelor's in Nursing Care,New Vision University,"Tbilisi, Georgia"
Bachelor's in Information and Communication Technology,KTH Royal Institute of Technology,"Stockholm, Sweden"
Bachelor of Automation and Robotics (Honours),Algonquin College,"Ottawa, Canada"
Bachelors in Food Quality and Innovations,Latvia University of Life Sciences and Technologies,"Jelgava, Latvia"
Bachelor of Science in Creative Business Management,Swiss School of Business and Management Geneva,"Geneva, Switzerland"
Bachelor of Arts in International Business,University of Limerick,"Limerick, Ireland"
EBBA - Executive Bachelor of Business Administration,EU Business School Barcelona,"Barcelona, Spain"
"International Business and Logistics, Bachelor of Business Administration",Metropolia University of Applied Sciences,"Helsinki, Finland"
BBA - Bachelor of Business Administration - Business Communication,United International Business Schools,"Multiple (9)

Amsterdam,
Antwerp,
Barcelona,
Brussels,
Geneva,
Madrid,
Milan,
Tokyo,
Zurich,"
BBA - Bachelor of Business Administration - International Management,United International Business Schools,"Multiple (9)

Amsterdam,
Antwerp,
Barcelona,
Brussels,
Geneva,
Madrid,
Milan,
Tokyo,
Zurich,"
Bachelor in Information and Communications Technology,Turku University of Applied Sciences,"Turku, Finland"
Bachelor in Crossmedia Design,ArtEZ University of the Arts,"Enschede, Netherlands"
Bachelor's in Animal Management,VHL University of Applied Sciences,"Leeuwarden, Netherlands"
Bachelor of Arts (BA) Majoring in Politics,University of Otago,"Dunedin, New Zealand"
Bachelors in Petroleum Engineering,VSB - Technical University of Ostrava,"Ostrava, Czech Republic"
Bachelor of Science (BSc) Majoring in Chemistry,University of Otago,"Dunedin, New Zealand"
Bachelor of Health Science/Master of Nutrition,Charles Darwin University,"Darwin, Australia"
Bachelor of Science (BSc) Majoring in Chemistry,University of Otago,"Dunedin, New Zealand"
Bachelor of Science (BSc) Majoring in Economics,University of Otago,"Dunedin, New Zealand"
Bachelor of Medical Laboratory Science (BMLSc),University of Otago,"Dunedin, New Zealand"
Bachelor/Masters of Engineering in Aeronautical Engineering,University of Limerick,"Limerick, Ireland"
Bachelor of Science in Equine Science,University of Limerick,"Limerick, Ireland"
Bachelor in Dance Subcultures,Lithuanian Academy of Music and Theatre,"Klaipėda, Lithuania"
Bachelor of Science in Midwifery,University of Limerick,"Limerick, Ireland"
Biomedical Engineering (Bachelor),Cyprus Health and Social Sciences University,"Morphou, Cyprus"
